user_input,retrieved_contexts,response,reference,faithfulness,answer_relevancy,context_precision,context_recall
Cuanto vale la conexion de un tanque elevado en PVC?,"['CONEXIÓN TANQUE ELEVADO PVC | unidad: un | precio: $339,628 COP | solo mano de obra: $119,650 COP | región: Barranquilla | fuente: Catálogo Construdata (Barranquilla) | fecha: 2026-08-08', 'CONEXIÓN TANQUE ELEVADO GALV | unidad: un | precio: $505,820 COP | solo mano de obra: $239,300 COP | región: Barranquilla | fuente: Catálogo Construdata (Barranquilla) | fecha: 2026-08-08', 'TANQUE ELEVADO | unidad: m³ | precio: $521,340 COP | solo mano de obra: $174,902 COP | región: Barranquilla | fuente: Catálogo Construdata (Barranquilla) | fecha: 2026-08-08', 'Tanque de combustible para planta de emergencia en la PTAR Piojo. | unidad: UND | precio: $960,000 COP | región: Atlántico | fuente: Cotización real — planta de tratamiento de aguas residuales (Atlántico) | fecha: 2026-08-08', 'Valvula De Bola En Pvc 2” — mejor precio real: LUIS ALVARO GOMEZ LOPEZ (FERREMATERIALES EL TRIUNFO) | unidad: und | precio: $19,000 COP | región: Nacional | fuente: Catálogo IAD MIPYMES — Colombia Compra Eficiente (proveedor real con el mejor precio, de 78 proveedores mipyme nacionales) | variabilidad real de mercado: Comparado entre 63 proveedores mipyme reales de todo el país (rango $19,000–$12,198,051 COP sin IVA)', 'Union De Reparación En Pvc De 2"" — mejor precio real: ZACOL S.A.S | unidad: und | precio: $21,000 COP | región: Valledupar, Cesar | fuente: Catálogo IAD MIPYMES — Colombia Compra Eficiente (proveedor real con el mejor precio, de 78 proveedores mipyme nacionales) | variabilidad real de mercado: Comparado entre 61 proveedores mipyme reales de todo el país (rango $21,000–$2,468,635 COP sin IVA)', 'Union De Reparación En Pvc De 3"" — mejor precio real: CLAUDIA PATRICIA MURILLO | unidad: und | precio: $11,226 COP | región: Nacional | fuente: Catálogo IAD MIPYMES — Colombia Compra Eficiente (proveedor real con el mejor precio, de 78 proveedores mipyme nacionales) | variabilidad real de mercado: Comparado entre 63 proveedores mipyme reales de todo el país (rango $11,226–$224,024 COP sin IVA)', 'Union De Reparación En Pvc De 1"" — mejor precio real: EL NOGAL MATERIALES DE CONSTRUCCION S.A | unidad: und | precio: $9,446 COP | región: Nacional | fuente: Catálogo IAD MIPYMES — Colombia Compra Eficiente (proveedor real con el mejor precio, de 78 proveedores mipyme nacionales) | variabilidad real de mercado: Comparado entre 61 proveedores mipyme reales de todo el país (rango $9,446–$224,024 COP sin IVA)']","La conexión de un tanque elevado en PVC cuesta $339,628 COP, según el Catálogo Construdata (Barranquilla) del 2026-08-08. Si solo necesitas la mano de obra, esta sería de $119,650 COP.",La conexión de tanque elevado en PVC cuesta $339.628 COP por unidad en Barranquilla (Catálogo Construdata).,1.0,0.9542308445362141,0.8333333332916666,1.0
Que precio tienen las camaras electricas dobles?,"['CAMARAS ELECTRICAS DOBLES | unidad: un | precio: $410,181 COP | solo mano de obra: $108,770 COP | región: Barranquilla | fuente: Catálogo Construdata (Barranquilla) | fecha: 2026-08-08', 'TAPA PARA CAMARA AP DOBLE | unidad: un | precio: $80,304 COP | región: Barranquilla | fuente: Catálogo Construdata (Barranquilla) | fecha: 2026-08-08', 'TAPA PARA CAMARA AP DOBLE | unidad: un | precio: $80,304 COP | solo mano de obra: $23,217 COP | región: Barranquilla | fuente: Catálogo Construdata (Barranquilla) | fecha: 2026-08-08', 'Ventosa 4"" Doble Camara Triple Efecto Bridada Pn 16 .Electrosoldable — mejor precio real: ZACOL S.A.S | unidad: und | precio: $650,000 COP | región: Valledupar, Cesar | fuente: Catálogo IAD MIPYMES — Colombia Compra Eficiente (proveedor real con el mejor precio, de 78 proveedores mipyme nacionales) | variabilidad real de mercado: Comparado entre 56 proveedores mipyme reales de todo el país (rango $650,000–$7,887,830 COP sin IVA)', 'MARCO PARA TAPA CAMARA DOBLE | unidad: un | precio: $154,374 COP | solo mano de obra: $38,775 COP | región: Barranquilla | fuente: Catálogo Construdata (Barranquilla) | fecha: 2026-08-08', 'MARCO PARA TAPA CAMARA DOBLE | unidad: un | precio: $154,374 COP | región: Barranquilla | fuente: Catálogo Construdata (Barranquilla) | fecha: 2026-08-08', 'RED ELÉCTRICA -SALIDAS TOMAS ELÉCTRICAS | precio: $181,764 COP | región: Barranquilla | fuente: Catálogo Construdata (Barranquilla) | fecha: 2026-08-08', 'CAMARA INSPECCION DOBLE 140X60 | unidad: un | precio: $963,757 COP | solo mano de obra: $154,806 COP | región: Barranquilla | fuente: Catálogo Construdata (Barranquilla) | fecha: 2026-08-08']","Las cámaras eléctricas dobles tienen un precio de $410,181 COP por unidad. Si solo consideras la mano de obra, el costo es de $108,770 COP. Esta información proviene del Catálogo Construdata (Barranquilla) y fue actualizada el 8 de agosto de 2026.",Las cámaras eléctricas dobles cuestan $410.181 COP por unidad en Barranquilla (Catálogo Construdata).,1.0,0.926911589464487,0.9999999999,1.0
Cuanto cuesta una viga tee 25x25x20x50?,"['VIGA TEE 25X25X20X50 | unidad: m³ | precio: $410,920 COP | solo mano de obra: $97,567 COP | región: Barranquilla | fuente: Catálogo Construdata (Barranquilla) | fecha: 2026-08-08', 'VIGA TEE 25X25X20X40 | unidad: m³ | precio: $410,196 COP | solo mano de obra: $97,567 COP | región: Barranquilla | fuente: Catálogo Construdata (Barranquilla) | fecha: 2026-08-08', 'TEE CPVC 1/2"" | unidad: un | precio: $1,580 COP | región: Barranquilla | fuente: Catálogo Construdata (Barranquilla) | fecha: 2026-08-08', 'TEE CPVC 1/2"" | unidad: un | precio: $4,985 COP | región: Barranquilla | fuente: Catálogo Construdata (Barranquilla) | fecha: 2026-08-08', 'TEE COBRE 1/2"" | unidad: un | precio: $5,022 COP | región: Barranquilla | fuente: Catálogo Construdata (Barranquilla) | fecha: 2026-08-08', 'TEE COBRE 1/2” | unidad: un | precio: $3,686 COP | región: Barranquilla | fuente: Catálogo Construdata (Barranquilla) | fecha: 2026-08-08', 'TEE COBRE 1/2” | unidad: un | precio: $6,408 COP | región: Barranquilla | fuente: Catálogo Construdata (Barranquilla) | fecha: 2026-08-08', 'TEE COBRE 1/2"" | unidad: un | precio: $1,868 COP | región: Barranquilla | fuente: Catálogo Construdata (Barranquilla) | fecha: 2026-08-08']","La viga TEE 25x25x20x50 cuesta $410,920 COP por m³, según el Catálogo Construdata de Barranquilla, con fecha del 2026-08-08.",La viga tee 25x25x20x50 cuesta $410.920 COP por m³ en Barranquilla (Catálogo Construdata).,1.0,0.8652225809484768,0.99999999995,1.0
Cual es el precio de una tapa de sumidero de 95x45?,"['TAPA SUMIDERO 95X45 | unidad: un | precio: $296,666 COP | solo mano de obra: $10,877 COP | región: Barranquilla | fuente: Catálogo Construdata (Barranquilla) | fecha: 2026-08-08', 'Suministro e Instalacion de Tapa fabricada en plastico polipropileno de alto impacto con materiales originales, esta tapa tiene como funcionalidad tapa el espacio por donde va ingresar la compuerta plastica, trafico peatonal , dimensiones minimas  265 CMS DE ANCHO x 97 CMS DE LARGO O FONDO x 12.5 CMS DE ALTO.Segun Planos constructivos y especificaciones tecnicas generales Triple A SA ESP. | unidad: Und | precio: $120,000 COP | región: Barranquilla | fuente: Contrato real ejecutado — obras civiles y demoliciones (Atlántico) | fecha: 2026-08-08', 'SUMIDERO VIAL 95X45X10 | unidad: un | precio: $220,400 COP | región: Barranquilla | fuente: Catálogo Construdata (Barranquilla) | fecha: 2026-08-08', 'TAPA SUMIDERO 68X33 | unidad: un | precio: $105,162 COP | solo mano de obra: $8,702 COP | región: Barranquilla | fuente: Catálogo Construdata (Barranquilla) | fecha: 2026-08-08', 'Sumidero estandar | unidad: Un | precio: $6,919,383 COP | región: Barranquilla | fuente: Contrato real ejecutado — redes de acueducto/alcantarillado (Atlántico) | fecha: 2026-08-08', 'ISNTALACION DE TAPA 24"" | unidad: UND | precio: $120,000 COP | región: Puerto Colombia | fuente: Proyecto real ejecutado — obra civil (Atlántico) | fecha: 2026-08-08', 'SUMINISTRO E INSTALACIÓN TAPA INTERRUPTOR DOBLE | unidad: un | precio: $6,342 COP | fuente: Construdata — referencia nacional (no específica de Barranquilla) | fecha: 2026-08-08', 'TAPA PREFABRICADA 90X90 | unidad: un | precio: $174,396 COP | región: Barranquilla | fuente: Catálogo Construdata (Barranquilla) | fecha: 2026-08-08']","El precio de una tapa de sumidero de 95x45 es de $296,666 COP según el Catálogo Construdata (Barranquilla) del 2026-08-08. También hay una opción de suministro e instalación de una tapa fabricada en plástico polipropileno de alto impacto por $120,000 COP, según un contrato real ejecutado en obras civiles y demoliciones (Atlántico) en la misma fecha.",La tapa de sumidero de 95x45 cuesta $296.666 COP por unidad en Barranquilla (Catálogo Construdata).,0.6666666666666666,0.9685542904462495,0.8333333332916666,1.0
Cuanto vale un codo de calle galvanizado de 1/2 pulgada?,"['CODO CALLE GALVANIZADO 1/2” | unidad: un | precio: $1,720 COP | región: Barranquilla | fuente: Catálogo Construdata (Barranquilla) | fecha: 2026-08-08', 'CODO CALLE GALVANIZADO 1/2"" | unidad: un | precio: $1,309 COP | región: Barranquilla | fuente: Catálogo Construdata (Barranquilla) | fecha: 2026-08-08', 'CODO CALLE GALVANIZADO 1/2"" | unidad: un | precio: $1,309 COP | región: Barranquilla | fuente: Catálogo Construdata (Barranquilla) | fecha: 2026-08-08', 'CODO CALLE GALVANIZADO 1/2"" | unidad: un | precio: $3,941 COP | región: Barranquilla | fuente: Catálogo Construdata (Barranquilla) | fecha: 2026-08-08', 'CODO CALLE GALVANIZADO 1/2” | unidad: un | precio: $1,720 COP | región: Barranquilla | fuente: Catálogo Construdata (Barranquilla) | fecha: 2026-08-08', 'CODO CALLE GALVANIZADO 1/2” | unidad: un | precio: $3,879 COP | solo mano de obra: $1,555 COP | región: Barranquilla | fuente: Catálogo Construdata (Barranquilla) | fecha: 2026-08-08', 'TAPÓN COBRE 1/2"" un 1.00 747 747 747 747 CODO CALLE GALVANIZADO 1/2"" | unidad: un | precio: $1,309 COP | región: Barranquilla | fuente: Catálogo Construdata (Barranquilla) | fecha: 2026-08-08', 'CODO GALVANIZADO 1/2” | unidad: un | precio: $5,124 COP | solo mano de obra: $1,555 COP | región: Barranquilla | fuente: Catálogo Construdata (Barranquilla) | fecha: 2026-08-08']","El precio de un codo de calle galvanizado de 1/2 pulgada en Barranquilla varía entre $1,309 y $5,124 COP, según la fuente. Aquí están los detalles:

- $1,309 COP (Catálogo Construdata, Barranquilla, 2026-08-08)
- $1,720 COP (Catálogo Construdata, Barranquilla, 2026-08-08)
- $3,941 COP (Catálogo Construdata, Barranquilla, 2026-08-08)
- $3,879 COP (Catálogo Construdata, Barranquilla, 2026-08-08)
- $5,124 COP (Catálogo Construdata, Barranquilla, 2026-08-08)

La variabilidad real de mercado es notable, así que te recomiendo comparar precios entre proveedores.","El codo de calle galvanizado de 1/2"" cuesta $3.879 COP por unidad en Barranquilla (Catálogo Construdata).",0.75,0.9522620082390093,0.3833333333205555,1.0
"Cuanto cuesta el kilo de acero corrugado figurado de 1/4 a 1 pulgada, 60000 PSI?","['HERRAMIENTA MENOR % 10.00 1,675 1,675 1,675 1,675 TORNILLO ACERO 1/4"" | unidad: un | precio: $23 COP | región: Barranquilla | fuente: Catálogo Construdata (Barranquilla) | fecha: 2026-08-08', 'ACERO FIGURADO 60000 PSI 1” | unidad: kg | precio: $1,800 COP | región: Barranquilla | fuente: Catálogo Construdata (Barranquilla) | fecha: 2026-08-08', 'HORA CUADRILLA AA - PRESTACIONES hc 0.10 1,737 1,737 1,737 1,737 DISTANCIADOR CP-30 CLIP PINZA 1/4"" | unidad: un | precio: $335 COP | región: Barranquilla | fuente: Catálogo Construdata (Barranquilla) | fecha: 2026-08-08', 'ACERO FIGURADO 60000 PSI 1” | unidad: kg | precio: $1,798 COP | región: Barranquilla | fuente: Catálogo Construdata (Barranquilla) | fecha: 2026-08-08', 'Box CCP14 con sección interna de 1 x 1 metros, profundidad desde 1,5 metros hasta 3 metros y longitud de 2 metros. Peso / unidad de 2m: 4,5 Toneladas. Incluye acero de refuerzo. | precio: $2,252,316 COP | región: Norte | fuente: INVIAS — precios de referencia regionalizados | fecha: 2026-08-08', 'En zona dura de 1,00 m x 1,00 m; 1<= H<= 1,40 m. Multifamiliar | unidad: UND | precio: $775,916 COP | región: Barranquilla | fuente: Contrato real ejecutado — redes de acueducto/alcantarillado (Atlántico) | fecha: 2026-08-08', 'Box CCP14 con sección interna de 1 x 1 metros, profundidad desde 1,5 metros hasta 3 metros y longitud de 2 metros. Peso / unidad de 2m: 4,5 Toneladas. Incluye acero de refuerzo. | precio: $2,252,316 COP | región: Occidental | fuente: INVIAS — precios de referencia regionalizados | fecha: 2026-08-08', 'En zona verde de 1,00 m x 1,00 m 1 m<=H<= 1,40 m. Multifamiliar | unidad: UND | precio: $764,446 COP | región: Barranquilla | fuente: Contrato real ejecutado — redes de acueducto/alcantarillado (Atlántico) | fecha: 2026-08-08']","El precio del acero figurado 60000 PSI de 1” es de $1,800 COP por kg, según el Catálogo Construdata (Barranquilla) del 2026-08-08. También hay otra cotización para el mismo tipo de acero a $1,798 COP por kg, de la misma fuente y fecha. 

Así que el precio varía entre $1,798 y $1,800 COP por kg.","El acero corrugado figurado 1/4""-1"" de 60.000 PSI cuesta $2.617,87 COP por kg (Catálogo Construdata, Barranquilla).",1.0,0.8497458964573087,0.9166666666361111,0.0
Cual es el precio del metro cubico de arena de rio en Barranquilla?,"['Box CCP14 con sección interna de 6 x 2 metros, profundidad desde 0,6 metros hasta 1,5 metros y longitud de 1 metro. Peso/un 22,8 Toneladas. Incluye acero de refuerzo. | precio: $22,837,130 COP | región: Occidental | fuente: INVIAS — precios de referencia regionalizados | fecha: 2026-08-08', 'Box CCP14 con sección interna de 6 x 2 metros, profundidad desde 0,6 metros hasta 1,5 metros y longitud de 1 metro. Peso/un 22,8 Toneladas. Incluye acero de refuerzo. | precio: $22,837,130 COP | región: Norte | fuente: INVIAS — precios de referencia regionalizados | fecha: 2026-08-08', 'Box CCP14 con sección interna de 6 x 2 metros, profundidad desde 0,6 metros hasta 1,5 metros y longitud de 1 metro. Peso/un 22,8 Toneladas. Incluye acero de refuerzo. | precio: $22,837,130 COP | región: Centro Oriente | fuente: INVIAS — precios de referencia regionalizados | fecha: 2026-08-08', 'Box CCP14 con sección interna de 1 x 1 metros, profundidad desde 1,5 metros hasta 3 metros y longitud de 2 metros. Peso / unidad de 2m: 4,5 Toneladas. Incluye acero de refuerzo. | precio: $2,252,316 COP | región: Centro Oriente | fuente: INVIAS — precios de referencia regionalizados | fecha: 2026-08-08', 'Box CCP14 con sección interna de 1 x 1 metros, profundidad desde 1,5 metros hasta 3 metros y longitud de 2 metros. Peso / unidad de 2m: 4,5 Toneladas. Incluye acero de refuerzo. | precio: $2,252,316 COP | región: Norte | fuente: INVIAS — precios de referencia regionalizados | fecha: 2026-08-08', 'Box CCP14 con sección interna de 1 x 1 metros, profundidad desde 1,5 metros hasta 3 metros y longitud de 2 metros. Peso / unidad de 2m: 4,5 Toneladas. Incluye acero de refuerzo. | precio: $2,252,316 COP | región: Occidental | fuente: INVIAS — precios de referencia regionalizados | fecha: 2026-08-08', 'Box CCP14 con sección interna de 1 x 1 metros, profundidad desde 1,5 metros hasta 3 metros y longitud de 2 metros. Peso / unidad de 2m: 4,5 Toneladas. Incluye acero de refuerzo. | precio: $2,252,316 COP | región: Sur | fuente: INVIAS — precios de referencia regionalizados | fecha: 2026-08-08', 'Box CCP14 con sección interna de 6 x 2 metros, profundidad desde 0,6 metros hasta 1,5 metros y longitud de 1 metro. Peso/un 22,8 Toneladas. Incluye acero de refuerzo. | precio: $22,837,130 COP | región: Sur | fuente: INVIAS — precios de referencia regionalizados | fecha: 2026-08-08']","No tengo el precio específico del metro cúbico de arena de río en Barranquilla. Te sugiero buscarlo como ""arena de río"" o ""arena gruesa"" en catálogos de proveedores locales o en ferreterías de la región.",La arena de río cuesta $70.000 COP por m³ en Barranquilla (Catálogo Construdata).,0.0,0.0,0.0,0.0
Cuanto vale la arena amarilla de Puerto Colombia?,"['ARENA AMARILLA PUERTO COLOMBIA | unidad: m³ | precio: $15,000 COP | región: Barranquilla | fuente: Catálogo Construdata (Barranquilla) | fecha: 2026-08-08', 'ARENA AMARILLA PUERTO COLOMBIA | unidad: m³ | precio: $15,000 COP | región: Barranquilla | fuente: Catálogo Construdata (Barranquilla) | fecha: 2026-08-08', 'ARENA AMARILLA PUERTO COLOMBIA | unidad: m³ | precio: $15,000 COP | región: Barranquilla | fuente: Catálogo Construdata (Barranquilla) | fecha: 2026-08-08', 'ARENA AMARILLA PUERTO COLOMBIA | unidad: m³ | precio: $15,000 COP | región: Barranquilla | fuente: Catálogo Construdata (Barranquilla) | fecha: 2026-08-08', 'ARENA AMARILLA PUERTO COLOMBIA | unidad: m³ | precio: $15,000 COP | región: Barranquilla | fuente: Catálogo Construdata (Barranquilla) | fecha: 2026-08-08', 'ARENA AMARILLA PUERTO COLOMBIA | unidad: m³ | precio: $15,000 COP | región: Barranquilla | fuente: Catálogo Construdata (Barranquilla) | fecha: 2026-08-08', 'ARENA AMARILLA PUERTO COLOMBIA | unidad: m³ | precio: $15,000 COP | región: Barranquilla | fuente: Catálogo Construdata (Barranquilla) | fecha: 2026-08-08', 'ARENA AMARILLA PUERTO COLOMBIA | unidad: m³ | precio: $15,000 COP | región: Barranquilla | fuente: Catálogo Construdata (Barranquilla) | fecha: 2026-08-08']","La arena amarilla de Puerto Colombia tiene un precio de $15,000 COP por m³. Esta información proviene del Catálogo Construdata (Barranquilla) y fue actualizada el 8 de agosto de 2026.","La arena amarilla de Puerto Colombia cuesta $15.000 COP por m³ (Catálogo Construdata, Barranquilla).",1.0,0.9528651532509452,0.9999999999875,1.0
Cuanto cuesta la hora de un ayudante de albañileria?,"['HORA AYUDANTE ALBAÑILERÍA PREST. | unidad: hh | precio: $7,132 COP | región: Barranquilla | fuente: Catálogo Construdata (Barranquilla) | fecha: 2026-08-08', 'HORA AYUDANTE ALBAÑILERÍA PREST. | unidad: hh | precio: $7,132 COP | región: Barranquilla | fuente: Catálogo Construdata (Barranquilla) | fecha: 2026-08-08', 'HORA AYUDANTE ALBAÑILERÍA PREST. | unidad: hh | precio: $7,132 COP | región: Barranquilla | fuente: Catálogo Construdata (Barranquilla) | fecha: 2026-08-08', 'AYUDANTE ALBAÑILERÍA (A) | unidad: hh | precio: $2,461 COP | región: Barranquilla | fuente: Catálogo Construdata (Barranquilla) | fecha: 2026-08-08', 'AYUDANTE ALBAÑILERÍA (A) | unidad: hh | precio: $2,461 COP | región: Barranquilla | fuente: Catálogo Construdata (Barranquilla) | fecha: 2026-08-08', 'AYUDANTE ALBAÑILERÍA (A) | unidad: hh | precio: $2,461 COP | región: Barranquilla | fuente: Catálogo Construdata (Barranquilla) | fecha: 2026-08-08', 'AYUDANTE ALBAÑILERÍA (A) | unidad: hh | precio: $2,461 COP | región: Barranquilla | fuente: Catálogo Construdata (Barranquilla) | fecha: 2026-08-08', 'AYUDANTE ALBAÑILERÍA (A) | unidad: hh | precio: $2,461 COP | región: Barranquilla | fuente: Catálogo Construdata (Barranquilla) | fecha: 2026-08-08']","La hora de un ayudante de albañilería en Barranquilla cuesta $7,132 COP según el ""Catálogo Construdata"" del 2026-08-08. También hay una opción de ayudante de albañilería (A) que cuesta $2,461 COP, también del mismo catálogo y fecha.","La hora de ayudante de albañilería (A) cuesta $2.461 COP (Catálogo Construdata, Barranquilla).",1.0,0.9440710415446605,0.6218253968150331,1.0
Que precio tiene el metro cuadrado de baldosa alfa L1 de 33x33?,"['Box CCP14 con sección interna de 6 x 2 metros, profundidad desde 0,6 metros hasta 1,5 metros y longitud de 1 metro. Peso/un 22,8 Toneladas. Incluye acero de refuerzo. | precio: $22,837,130 COP | región: Occidental | fuente: INVIAS — precios de referencia regionalizados | fecha: 2026-08-08', 'Box CCP14 con sección interna de 6 x 2 metros, profundidad desde 0,6 metros hasta 1,5 metros y longitud de 1 metro. Peso/un 22,8 Toneladas. Incluye acero de refuerzo. | precio: $22,837,130 COP | región: Norte | fuente: INVIAS — precios de referencia regionalizados | fecha: 2026-08-08', 'Box CCP14 con sección interna de 1 x 1 metros, profundidad desde 1,5 metros hasta 3 metros y longitud de 2 metros. Peso / unidad de 2m: 4,5 Toneladas. Incluye acero de refuerzo. | precio: $2,252,316 COP | región: Norte | fuente: INVIAS — precios de referencia regionalizados | fecha: 2026-08-08', 'Box CCP14 con sección interna de 6 x 2 metros, profundidad desde 0,6 metros hasta 1,5 metros y longitud de 1 metro. Peso/un 22,8 Toneladas. Incluye acero de refuerzo. | precio: $22,837,130 COP | región: Centro Oriente | fuente: INVIAS — precios de referencia regionalizados | fecha: 2026-08-08', 'Box CCP14 con sección interna de 1 x 1 metros, profundidad desde 1,5 metros hasta 3 metros y longitud de 2 metros. Peso / unidad de 2m: 4,5 Toneladas. Incluye acero de refuerzo. | precio: $2,252,316 COP | región: Occidental | fuente: INVIAS — precios de referencia regionalizados | fecha: 2026-08-08', 'Box CCP14 con sección interna de 1 x 1 metros, profundidad desde 1,5 metros hasta 3 metros y longitud de 2 metros. Peso / unidad de 2m: 4,5 Toneladas. Incluye acero de refuerzo. | precio: $2,252,316 COP | región: Sur | fuente: INVIAS — precios de referencia regionalizados | fecha: 2026-08-08', 'Box CCP14 con sección interna de 1 x 1 metros, profundidad desde 1,5 metros hasta 3 metros y longitud de 2 metros. Peso / unidad de 2m: 4,5 Toneladas. Incluye acero de refuerzo. | precio: $2,252,316 COP | región: Centro Oriente | fuente: INVIAS — precios de referencia regionalizados | fecha: 2026-08-08', 'Box CCP14 con sección interna de 6 x 2 metros, profundidad desde 0,6 metros hasta 1,5 metros y longitud de 1 metro. Peso/un 22,8 Toneladas. Incluye acero de refuerzo. | precio: $22,837,130 COP | región: Sur | fuente: INVIAS — precios de referencia regionalizados | fecha: 2026-08-08']","No tengo información sobre el precio del metro cuadrado de baldosa alfa L1 de 33x33. Te sugiero buscarlo como ""baldosa alfa"" o ""baldosa 33x33"" en catálogos de proveedores locales o en plataformas de construcción.","La baldosa Alfa L1 33x33 cuesta $30.160,19 COP por m² (Catálogo Construdata, Barranquilla).",0.25,0.0,0.0,0.0
Cuanto vale un bloque de concreto de 20x20x40?,"['BLOQUE CONCRETO 20X20X40 | unidad: un | precio: $2,050 COP | región: Barranquilla | fuente: Catálogo Construdata (Barranquilla) | fecha: 2026-08-08', 'BLOQUE CONCRETO 10X20X40 | unidad: un | precio: $835 COP | región: Barranquilla | fuente: Catálogo Construdata (Barranquilla) | fecha: 2026-08-08', 'Mampostería en bloque vibrado de concreto relleno con concreto e = 0,12 m | unidad: m2 | precio: $132,081 COP | región: Barranquilla | fuente: Contrato real ejecutado — redes de acueducto/alcantarillado (Atlántico) | fecha: 2026-08-08', 'Mampostería en bloque vibrado de concreto abuzardado relleno con concreto e = 0,15 m | unidad: m2 | precio: $211,249 COP | región: Barranquilla | fuente: Contrato real ejecutado — redes de acueducto/alcantarillado (Atlántico) | fecha: 2026-08-08', 'Mampostería en bloque vibrado de concreto relleno con concreto e = 0,20 m | unidad: m2 | precio: $195,343 COP | región: Barranquilla | fuente: Contrato real ejecutado — redes de acueducto/alcantarillado (Atlántico) | fecha: 2026-08-08', 'Mampostería en bloque vibrado de concreto abuzardado relleno con concreto e = 0,20 m | unidad: m2 | precio: $224,644 COP | región: Barranquilla | fuente: Contrato real ejecutado — redes de acueducto/alcantarillado (Atlántico) | fecha: 2026-08-08', 'Mampostería en bloque vibrado de concreto relleno con concreto e = 0,15 m | unidad: m2 | precio: $183,695 COP | región: Barranquilla | fuente: Contrato real ejecutado — redes de acueducto/alcantarillado (Atlántico) | fecha: 2026-08-08', 'BLOQUE CONCRETO C22-85 | unidad: un | precio: $1,740 COP | región: Barranquilla | fuente: Catálogo Construdata (Barranquilla) | fecha: 2026-08-08']","El bloque de concreto 20x20x40 tiene un precio de $2,050 COP por unidad. Esta información proviene del Catálogo Construdata (Barranquilla) y fue actualizada el 2026-08-08.","El bloque de concreto 20x20x40 cuesta $2.050,04 COP por unidad (Catálogo Construdata, Barranquilla).",1.0,0.9125108241728809,0.9999999999,1.0
Cuanto cuesta un adaptador macho de presion PVC de 1/2 pulgada?,"['Adaptador Hembra Pvc 1/2 Este Adaptador A Presión De 1/2"" - En Presentación Por Unidades. — mejor precio real: EL NOGAL MATERIALES DE CONSTRUCCION S.A | unidad: und | precio: $333 COP | región: Nacional | fuente: Catálogo IAD MIPYMES — Colombia Compra Eficiente (proveedor real con el mejor precio, de 78 proveedores mipyme nacionales) | variabilidad real de mercado: Comparado entre 71 proveedores mipyme reales de todo el país (rango $333–$31,910 COP sin IVA)', 'Accesorios De Material Plástico Para Tuberías;Adaptador Macho Alta Presion En Pvc Diametro 1/2"" — mejor precio real: GRUPO TOTAL 2020 SAS | unidad: und | precio: $252 COP | región: Valledupar, Cesar | fuente: Catálogo IAD MIPYMES — Colombia Compra Eficiente (proveedor real con el mejor precio, de 78 proveedores mipyme nacionales) | variabilidad real de mercado: Comparado entre 68 proveedores mipyme reales de todo el país (rango $252–$32,000 COP sin IVA)', 'ADAPTADOR MACHO PRESIÓN PVC 1/2"" | unidad: un | precio: $336 COP | región: Barranquilla | fuente: Catálogo Construdata (Barranquilla) | fecha: 2026-08-08', 'ADAPTADOR MACHO PRESIÓN PVC 1/2"" | unidad: un | precio: $336 COP | región: Barranquilla | fuente: Catálogo Construdata (Barranquilla) | fecha: 2026-08-08', 'ADAPTADOR MACHO PRESIÓN PVC 1/2"" | unidad: un | precio: $336 COP | región: Barranquilla | fuente: Catálogo Construdata (Barranquilla) | fecha: 2026-08-08', 'ADAPTADOR MACHO PRESIÓN PVC 1/2"" | unidad: un | precio: $336 COP | región: Barranquilla | fuente: Catálogo Construdata (Barranquilla) | fecha: 2026-08-08', 'ADAPTADOR MACHO PRESIÓN PVC 1/2"" | unidad: un | precio: $336 COP | región: Barranquilla | fuente: Catálogo Construdata (Barranquilla) | fecha: 2026-08-08', 'ADAPTADOR MACHO PRESIÓN PVC 1"" | unidad: un | precio: $1,271 COP | región: Barranquilla | fuente: Catálogo Construdata (Barranquilla) | fecha: 2026-08-08']","El precio de un adaptador macho de presión PVC de 1/2"" es de $336 COP por unidad, según el Catálogo Construdata en Barranquilla (fecha: 2026-08-08). 

Además, hay un mejor precio real a nivel nacional de $333 COP, ofrecido por EL NOGAL MATERIALES DE CONSTRUCCIÓN S.A, según el Catálogo IAD MIPYMES — Colombia Compra Eficiente, con una variabilidad real de mercado que va de $333 a $31,910 COP sin IVA, comparado entre 71 proveedores mipyme.","El adaptador macho presión PVC de 1/2"" cuesta $336 COP por unidad (Catálogo Construdata, Barranquilla).",1.0,0.9011647204641912,0.5628571428458856,1.0
