user_input,retrieved_contexts,response,reference,faithfulness,answer_relevancy,context_precision,context_recall
Cuanto vale la conexion de un tanque elevado en PVC?,"['CONEXIÓN TANQUE ELEVADO PVC | unidad: un | precio: $339,628 COP | solo mano de obra: $119,650 COP | región: Barranquilla | fuente: Catálogo Construdata (Barranquilla) | fecha: 2026-08-08 | desglose real: Mano de obra: MANO DE OBRA BB (10.0 hc): $11,965 COP; Material: CODO 90° PRESIÓN PVC 1” (2.1 un): $1,409 COP, CODO 90° PRESIÓN PVC 2” (2.1 un): $8,295 COP, REGISTRO TOYO 2” (1.0 un): $85,000 COP, SOLDADURA PVC LIQUIDA 1/4 (0.05 un): $56,160 COP, SUB-CONTRATO HIDRAULICO Y SANITARIO (38.0 %): $2,461 COP, TUBO PRESIÓN /13.5 PVC 1” (1.05 m): $4,953 COP, TUBO PRESIÓN /21 PVC 2” (1.05 m): $12,448 COP', 'CONEXIÓN TANQUE ELEVADO GALV | unidad: un | precio: $505,820 COP | solo mano de obra: $239,300 COP | región: Barranquilla | fuente: Catálogo Construdata (Barranquilla) | fecha: 2026-08-08', 'TANQUE ELEVADO | unidad: m³ | precio: $521,340 COP | solo mano de obra: $174,902 COP | región: Barranquilla | fuente: Catálogo Construdata (Barranquilla) | fecha: 2026-08-08', 'Tanque de combustible para planta de emergencia en la PTAR Piojo. | unidad: UND | precio: $960,000 COP | región: Atlántico | fuente: Cotización real — planta de tratamiento de aguas residuales (Atlántico) | fecha: 2026-08-08', 'Valvula De Bola En Pvc 2” — mejor precio real: LUIS ALVARO GOMEZ LOPEZ (FERREMATERIALES EL TRIUNFO) | unidad: und | precio: $19,000 COP | región: Nacional | fuente: Catálogo IAD MIPYMES — Colombia Compra Eficiente (proveedor real con el mejor precio, de 78 proveedores mipyme nacionales) | variabilidad real de mercado: Comparado entre 63 proveedores mipyme reales de todo el país (rango $19,000–$12,198,051 COP sin IVA)', 'Union De Reparación En Pvc De 1"" — mejor precio real: EL NOGAL MATERIALES DE CONSTRUCCION S.A | unidad: und | precio: $9,446 COP | región: Nacional | fuente: Catálogo IAD MIPYMES — Colombia Compra Eficiente (proveedor real con el mejor precio, de 78 proveedores mipyme nacionales) | variabilidad real de mercado: Comparado entre 61 proveedores mipyme reales de todo el país (rango $9,446–$224,024 COP sin IVA)', 'Union De Reparación En Pvc De 2"" — mejor precio real: ZACOL S.A.S | unidad: und | precio: $21,000 COP | región: Valledupar, Cesar | fuente: Catálogo IAD MIPYMES — Colombia Compra Eficiente (proveedor real con el mejor precio, de 78 proveedores mipyme nacionales) | variabilidad real de mercado: Comparado entre 61 proveedores mipyme reales de todo el país (rango $21,000–$2,468,635 COP sin IVA)', 'Union De Reparación En Pvc De 3"" — mejor precio real: CLAUDIA PATRICIA MURILLO | unidad: und | precio: $11,226 COP | región: Nacional | fuente: Catálogo IAD MIPYMES — Colombia Compra Eficiente (proveedor real con el mejor precio, de 78 proveedores mipyme nacionales) | variabilidad real de mercado: Comparado entre 63 proveedores mipyme reales de todo el país (rango $11,226–$224,024 COP sin IVA)']","La conexión de un tanque elevado en PVC cuesta $339,628 COP en total, con un costo de mano de obra de $119,650 COP. Esta información proviene del Catálogo Construdata (Barranquilla) y fue actualizada el 8 de agosto de 2026.",La conexión de tanque elevado en PVC cuesta $339.628 COP por unidad en Barranquilla (Catálogo Construdata).,1.0,0.9779155571375225,0.9999999999,1.0
Que precio tienen las camaras electricas dobles?,"['CAMARAS ELECTRICAS DOBLES | unidad: un | precio: $410,181 COP | solo mano de obra: $108,770 COP | región: Barranquilla | fuente: Catálogo Construdata (Barranquilla) | fecha: 2026-08-08 | desglose real: Mano de obra: MANO DE OBRA AA (10.0 hc): $10,877 COP; Material: ACERO FIGURADO 60000 PSI 1/2” (20.63 kg): $1,798 COP, ALAMBRE NEGRO NO.18 (0.62 kg): $1,705 COP, ARENA AMARILLA PUERTO COLOMBIA (0.16 m³): $15,000 COP, ARENA FINA (0.46 m³): $0 COP, ARENA GRUESA 5 M3 (0.16 m³): $0 COP, ARENA LAVADA DE PEÑA (0.46 m³): $0 COP, ARENA LAVADA DE RIO (0.16 m³): $0 COP, ARENA LAVADA JUAN DE ACOSTA (0.46 m³): $24,500 COP, ARENA LAVADA MEISSEN (0.46 m³): $0 COP, ARENA LAVADA PARA CONCRETO (0.16 m³): $0 COP, BASE GRANULAR (0.36 m³): $0 COP, CEMENTO GRIS (255.58 kg): $224 COP, GRAVA CANTO RODADO 1/2 (0.34 m³): $43,500 COP, GRAVILLA DE RIO (0.34 m³): $0 COP, GRAVILLA FINA 1/2” Y 3/4” (0.34 m³): $0 COP, LADRILLO BOCADILLO RECOCIDO (527.41 un): $0 COP, LADRILLO LIMPIO 10-29 (527.41 un): $0 COP, LADRILLO RECOCIDO OSCURO (527.41 un): $0 COP, LADRILLO TOLETE RECOCIDO (527.41 un): $326 COP, RECEBO COMÚN (0.36 m³): $0 COP, ROCA MUERTA 5 M3 (0.36 m³): $0 COP, ZAHORRA B-200 (0.36 m³): $15,600 COP', 'TAPA PARA CAMARA AP DOBLE | unidad: un | precio: $80,304 COP | solo mano de obra: $23,217 COP | región: Barranquilla | fuente: Catálogo Construdata (Barranquilla) | fecha: 2026-08-08', 'TAPA PARA CAMARA AP DOBLE | unidad: un | precio: $80,304 COP | región: Barranquilla | fuente: Catálogo Construdata (Barranquilla) | fecha: 2026-08-08', 'Ventosa 4"" Doble Camara Triple Efecto Bridada Pn 16 .Electrosoldable — mejor precio real: ZACOL S.A.S | unidad: und | precio: $650,000 COP | región: Valledupar, Cesar | fuente: Catálogo IAD MIPYMES — Colombia Compra Eficiente (proveedor real con el mejor precio, de 78 proveedores mipyme nacionales) | variabilidad real de mercado: Comparado entre 56 proveedores mipyme reales de todo el país (rango $650,000–$7,887,830 COP sin IVA)', 'MARCO PARA TAPA CAMARA DOBLE | unidad: un | precio: $154,374 COP | solo mano de obra: $38,775 COP | región: Barranquilla | fuente: Catálogo Construdata (Barranquilla) | fecha: 2026-08-08', 'MARCO PARA TAPA CAMARA DOBLE | unidad: un | precio: $154,374 COP | región: Barranquilla | fuente: Catálogo Construdata (Barranquilla) | fecha: 2026-08-08', 'RED ELÉCTRICA -SALIDAS TOMAS ELÉCTRICAS | precio: $181,764 COP | región: Barranquilla | fuente: Catálogo Construdata (Barranquilla) | fecha: 2026-08-08', 'RED ELÉCTRICA -SALIDAS TOMAS ELÉCTRICAS | precio: $151,223 COP | región: Barranquilla | fuente: Catálogo Construdata (Barranquilla) | fecha: 2026-08-08']","Las cámaras eléctricas dobles tienen un precio de $410,181 COP en Barranquilla. Este precio incluye mano de obra de $108,770 COP. La información proviene del Catálogo Construdata, con fecha de captura del 2026-08-08.",Las cámaras eléctricas dobles cuestan $410.181 COP por unidad en Barranquilla (Catálogo Construdata).,1.0,0.9234512151560447,0.9999999999,1.0
Cuanto cuesta una viga tee 25x25x20x50?,"['VIGA TEE 25X25X20X50 | unidad: m³ | precio: $410,920 COP | solo mano de obra: $97,567 COP | región: Barranquilla | fuente: Catálogo Construdata (Barranquilla) | fecha: 2026-08-08 | desglose real: Equipo: VIBRADOR A GASOLINA (0.04 d): $32,850 COP; Mano de obra: MANO DE OBRA AA (8.97 hc): $10,877 COP; Material: CONCRETO CORRIENTE 3000 PSI (1.1 m³): $274,572 COP, CUARTON OTOBO 2”X4” 2.9 (2.63 m): $0 COP, DURMIENTE 3 M (2.63 m): $850 COP, LARGUERO COMUN 3.5X7.5X3 M (2.45 m): $0 COP, LARGUERO ORDINARIO 3 M (2.63 m): $0 COP, PUNTILLA CON CABEZA 2” (0.7 lb): $2,356 COP, TABLA CHAPA ORDINARIO 0.30 (2.45 m): $0 COP, TABLA OTOBO 0.30 (2.45 m): $0 COP, TABLON CATIVO 0.30 (2.45 m): $2,500 COP', 'VIGA TEE 25X25X20X40 | unidad: m³ | precio: $410,196 COP | solo mano de obra: $97,567 COP | región: Barranquilla | fuente: Catálogo Construdata (Barranquilla) | fecha: 2026-08-08', 'TEE CPVC 1/2"" | unidad: un | precio: $4,985 COP | región: Barranquilla | fuente: Catálogo Construdata (Barranquilla) | fecha: 2026-08-08', 'TEE CPVC 1/2"" | unidad: un | precio: $1,580 COP | región: Barranquilla | fuente: Catálogo Construdata (Barranquilla) | fecha: 2026-08-08', 'TEE COBRE 1/2"" | unidad: un | precio: $5,022 COP | región: Barranquilla | fuente: Catálogo Construdata (Barranquilla) | fecha: 2026-08-08', 'TEE COBRE 1/2” | unidad: un | precio: $6,408 COP | región: Barranquilla | fuente: Catálogo Construdata (Barranquilla) | fecha: 2026-08-08', 'TEE COBRE 1/2"" | unidad: un | precio: $1,868 COP | región: Barranquilla | fuente: Catálogo Construdata (Barranquilla) | fecha: 2026-08-08', 'TEE COBRE 1/2” | unidad: un | precio: $3,686 COP | región: Barranquilla | fuente: Catálogo Construdata (Barranquilla) | fecha: 2026-08-08']","La viga TEE 25x25x20x50 cuesta $410,920 COP por m³. Este precio corresponde a la fuente Catálogo Construdata (Barranquilla) y fue actualizado el 2026-08-08.",La viga tee 25x25x20x50 cuesta $410.920 COP por m³ en Barranquilla (Catálogo Construdata).,1.0,0.9186894706395599,0.9999999999,1.0
Cual es el precio de una tapa de sumidero de 95x45?,"['TAPA SUMIDERO 95X45 | unidad: un | precio: $296,666 COP | solo mano de obra: $10,877 COP | región: Barranquilla | fuente: Catálogo Construdata (Barranquilla) | fecha: 2026-08-08 | desglose real: Mano de obra: MANO DE OBRA AA (1.0 hc): $10,877 COP; Material: MARCO SUMIDERO 100X50X14 (1.0 un): $65,389 COP, SUMIDERO VIAL 95X45X10 (1.0 un): $220,400 COP', 'Suministro e Instalacion de Tapa fabricada en plastico polipropileno de alto impacto con materiales originales, esta tapa tiene como funcionalidad tapa el espacio por donde va ingresar la compuerta plastica, trafico peatonal , dimensiones minimas  265 CMS DE ANCHO x 97 CMS DE LARGO O FONDO x 12.5 CMS DE ALTO.Segun Planos constructivos y especificaciones tecnicas generales Triple A SA ESP. | unidad: Und | precio: $120,000 COP | región: Barranquilla | fuente: Contrato real ejecutado — obras civiles y demoliciones (Atlántico) | fecha: 2026-08-08', 'SUMIDERO VIAL 95X45X10 | unidad: un | precio: $220,400 COP | región: Barranquilla | fuente: Catálogo Construdata (Barranquilla) | fecha: 2026-08-08', 'TAPA SUMIDERO 68X33 | unidad: un | precio: $105,162 COP | solo mano de obra: $8,702 COP | región: Barranquilla | fuente: Catálogo Construdata (Barranquilla) | fecha: 2026-08-08', 'Sumidero estandar | unidad: Un | precio: $6,919,383 COP | región: Barranquilla | fuente: Contrato real ejecutado — redes de acueducto/alcantarillado (Atlántico) | fecha: 2026-08-08', 'ISNTALACION DE TAPA 24"" | unidad: UND | precio: $120,000 COP | región: Puerto Colombia | fuente: Proyecto real ejecutado — obra civil (Atlántico) | fecha: 2026-08-08', 'SUMINISTRO E INSTALACIÓN TAPA INTERRUPTOR DOBLE | unidad: un | precio: $6,342 COP | fuente: Construdata — referencia nacional (no específica de Barranquilla) | fecha: 2026-08-08', 'TAPA PREFABRICADA 90X90 | unidad: un | precio: $174,396 COP | región: Barranquilla | fuente: Catálogo Construdata (Barranquilla) | fecha: 2026-08-08']","El precio de una tapa de sumidero de 95x45 es de $296,666 COP, según el Catálogo Construdata (Barranquilla) del 2026-08-08. También hay una opción de suministro e instalación de una tapa fabricada en plástico polipropileno de alto impacto por $120,000 COP, según un contrato real ejecutado en obras civiles y demoliciones (Atlántico) en la misma fecha.",La tapa de sumidero de 95x45 cuesta $296.666 COP por unidad en Barranquilla (Catálogo Construdata).,0.8,0.8900574061868758,0.9999999999,1.0
Cuanto vale un codo de calle galvanizado de 1/2 pulgada?,"['CODO CALLE GALVANIZADO 1/2"" | unidad: un | precio: $1,309 COP | región: Barranquilla | fuente: Catálogo Construdata (Barranquilla) | fecha: 2026-08-08', 'CODO CALLE GALVANIZADO 1/2” | unidad: un | precio: $3,879 COP | solo mano de obra: $1,555 COP | región: Barranquilla | fuente: Catálogo Construdata (Barranquilla) | fecha: 2026-08-08 | desglose real: Mano de obra: MANO DE OBRA BB (0.13 hc): $11,962 COP; Material: ANTICORROSIVO ROJO CLARO (0.01 gl): $30,800 COP, CODO CALLE GALVANIZADO 1/2” (1.02 un): $1,720 COP, LOCTIGAS F/MEDIA 36 ML (0.02 un): $13,050 COP', 'CODO CALLE GALVANIZADO 1/2” | unidad: un | precio: $1,720 COP | región: Barranquilla | fuente: Catálogo Construdata (Barranquilla) | fecha: 2026-08-08', 'CODO CALLE GALVANIZADO 1/2"" | unidad: un | precio: $3,941 COP | región: Barranquilla | fuente: Catálogo Construdata (Barranquilla) | fecha: 2026-08-08', 'CODO CALLE GALVANIZADO 1/2” | unidad: un | precio: $1,720 COP | región: Barranquilla | fuente: Catálogo Construdata (Barranquilla) | fecha: 2026-08-08', 'TAPÓN COBRE 1/2"" un 1.00 747 747 747 747 CODO CALLE GALVANIZADO 1/2"" | unidad: un | precio: $1,309 COP | región: Barranquilla | fuente: Catálogo Construdata (Barranquilla) | fecha: 2026-08-08', 'CODO GALVANIZADO 1 1/2” | unidad: un | precio: $4,292 COP | región: Barranquilla | fuente: Catálogo Construdata (Barranquilla) | fecha: 2026-08-08', 'CODO GALVANIZADO 1/2” | unidad: un | precio: $5,124 COP | solo mano de obra: $1,555 COP | región: Barranquilla | fuente: Catálogo Construdata (Barranquilla) | fecha: 2026-08-08']","El precio de un codo de calle galvanizado de 1/2"" en Barranquilla varía entre $1,309 y $5,124 COP, dependiendo de la fuente y el desglose de costos. Aquí están los detalles:

- $1,309 COP (Catálogo Construdata, 2026-08-08)
- $1,720 COP (Catálogo Construdata, 2026-08-08)
- $3,879 COP (incluye mano de obra: $1,555 COP; Catálogo Construdata, 2026-08-08)
- $3,941 COP (Catálogo Construdata, 2026-08-08)
- $5,124 COP (incluye mano de obra: $1,555 COP; Catálogo Construdata, 2026-08-08)

La variabilidad real de mercado es notable, así que te recomiendo considerar las opciones más económicas según tu necesidad.","El codo de calle galvanizado de 1/2"" cuesta $3.879 COP por unidad en Barranquilla (Catálogo Construdata).",0.7777777777777778,0.949987876444034,0.5333333333155555,1.0
"Cuanto cuesta el kilo de acero corrugado figurado de 1/4 a 1 pulgada, 60000 PSI?","['HERRAMIENTA MENOR % 10.00 1,675 1,675 1,675 1,675 TORNILLO ACERO 1/4"" | unidad: un | precio: $23 COP | región: Barranquilla | fuente: Catálogo Construdata (Barranquilla) | fecha: 2026-08-08', 'ACERO FIGURADO 60000 PSI 1” | unidad: kg | precio: $1,798 COP | región: Barranquilla | fuente: Catálogo Construdata (Barranquilla) | fecha: 2026-08-08', 'ACERO FIGURADO 60000 PSI 1” | unidad: kg | precio: $1,800 COP | región: Barranquilla | fuente: Catálogo Construdata (Barranquilla) | fecha: 2026-08-08', 'HORA CUADRILLA AA - PRESTACIONES hc 0.10 1,737 1,737 1,737 1,737 DISTANCIADOR CP-30 CLIP PINZA 1/4"" | unidad: un | precio: $335 COP | región: Barranquilla | fuente: Catálogo Construdata (Barranquilla) | fecha: 2026-08-08', 'En zona verde de 1,00 m x 1,00 m 1 m<=H<= 1,40 m. Multifamiliar | unidad: UND | precio: $764,446 COP | región: Barranquilla | fuente: Contrato real ejecutado — redes de acueducto/alcantarillado (Atlántico) | fecha: 2026-08-08', 'ACERO FIGURADO 37000 PSI 1/4” | unidad: kg | precio: $1,798 COP | región: Barranquilla | fuente: Catálogo Construdata (Barranquilla) | fecha: 2026-08-08', 'ACERO FIGURADO 37000 PSI 1/4” | unidad: kg | precio: $1,798 COP | región: Barranquilla | fuente: Catálogo Construdata (Barranquilla) | fecha: 2026-08-08', 'En zona dura de 1,00 m x 1,00 m; 1<= H<= 1,40 m. Multifamiliar | unidad: UND | precio: $869,592 COP | región: Barranquilla | fuente: Contrato real ejecutado — redes de acueducto/alcantarillado (Atlántico) | fecha: 2026-08-08']","El precio del acero figurado de 60000 PSI de 1” es de $1,798 COP por kg y también hay una cotización de $1,800 COP por kg. Ambos precios provienen del Catálogo Construdata en Barranquilla, con fecha del 2026-08-08.","El acero corrugado figurado 1/4""-1"" de 60.000 PSI cuesta $2.617,87 COP por kg (Catálogo Construdata, Barranquilla).",1.0,0.8601483167350212,0.874999999978125,0.0
Cual es el precio del metro cubico de arena de rio en Barranquilla?,"['Box CCP14 con sección interna de 3 x 1 metros, profundidad desde 0,6 metros hasta 1,5 metros y longitud de 1 metro. Peso/un 7,3 Toneladas. Incluye acero de refuerzo. | precio: $7,194,507 COP | región: Centro Oriente | fuente: INVIAS — precios de referencia regionalizados | fecha: 2026-08-08', 'Box CCP14 con sección interna de 6 x 2 metros, profundidad desde 0,6 metros hasta 1,5 metros y longitud de 1 metro. Peso/un 22,8 Toneladas. Incluye acero de refuerzo. | precio: $22,837,130 COP | región: Centro Oriente | fuente: INVIAS — precios de referencia regionalizados | fecha: 2026-08-08', 'Box CCP14 con sección interna de 4 x 1 metros, profundidad desde 0 metros hasta 0,6 metros y longitud de 1 metro. Peso/un 11,9 Toneladas. Incluye acero de refuerzo. | precio: $11,911,532 COP | región: Centro Oriente | fuente: INVIAS — precios de referencia regionalizados | fecha: 2026-08-08', 'Box CCP14 con sección interna de 1 x 2 metros, profundidad desde 1,5 metros hasta 3 metros y longitud de 2 metro. Peso / unidad de 2m: 9,2 Toneladas. Incluye acero de refuerzo. | precio: $5,087,675 COP | región: Centro Oriente | fuente: INVIAS — precios de referencia regionalizados | fecha: 2026-08-08', 'Box CCP14 con sección interna de 1 x 1 metros, profundidad desde 1,5 metros hasta 3 metros y longitud de 2 metros. Peso / unidad de 2m: 4,5 Toneladas. Incluye acero de refuerzo. | precio: $2,252,316 COP | región: Centro Oriente | fuente: INVIAS — precios de referencia regionalizados | fecha: 2026-08-08', 'Box CCP14 con sección interna de 5 x 4 metros, profundidad desde 0,6 metros hasta 1,5 metros y longitud de 1 metro. Peso/un 25,4 Toneladas. Incluye acero de refuerzo. | precio: $25,511,009 COP | región: Centro Oriente | fuente: INVIAS — precios de referencia regionalizados | fecha: 2026-08-08', 'Equipo pesado en cama baja (Área Metropolitana de Barranquilla) | unidad: Viaje | precio: $1,000,000 COP | región: Barranquilla | fuente: Contrato real ejecutado — redes de acueducto/alcantarillado (Atlántico) | fecha: 2026-08-08', 'Agregado fino para mezcla asfáltica (arena de trituración de roca de cantera o de grava natural y arena natural - cantidad máxima de arena natural: 50% del agregado fino) | precio: $86,506 COP | región: Centro Oriente | fuente: INVIAS — precios de referencia regionalizados | fecha: 2026-08-08']","No tengo el precio específico del metro cúbico de arena de río en Barranquilla. Te sugiero buscarlo como ""arena de río"" o ""arena natural"" en proveedores locales o en catálogos de materiales de construcción.",La arena de río cuesta $70.000 COP por m³ en Barranquilla (Catálogo Construdata).,0.3333333333333333,0.0,0.0,0.0
Cuanto vale la arena amarilla de Puerto Colombia?,"['ARENA AMARILLA PUERTO COLOMBIA | unidad: m³ | precio: $15,000 COP | región: Barranquilla | fuente: Catálogo Construdata (Barranquilla) | fecha: 2026-08-08', 'Arena De Peña o arena amarilla — mejor precio real: JEM SUPPLIES SAS | unidad: m3 | precio: $34,657 COP | región: Bogotá, Distrito Capital De Bogotá | fuente: Catálogo IAD MIPYMES — Colombia Compra Eficiente (proveedor real con el mejor precio, de 78 proveedores mipyme nacionales) | variabilidad real de mercado: Comparado entre 60 proveedores mipyme reales de todo el país (rango $34,657–$610,200 COP sin IVA)', 'Agregado grueso gravilla (Puerto Colombia) | unidad: m3 | precio: $231,065 COP | región: Barranquilla | fuente: Contrato real ejecutado — redes de acueducto/alcantarillado (Atlántico) | fecha: 2026-08-08', 'Arena Amarilla | unidad: m3 | precio: $67,347 COP | región: Barranquilla | fuente: Contrato real ejecutado — redes de acueducto/alcantarillado (Atlántico) | fecha: 2026-08-08', 'Agregado fino para mezcla asfáltica (arena de trituración de roca de cantera o de grava natural y arena natural - cantidad máxima de arena natural: 50% del agregado fino) | precio: $57,526 COP | región: Occidental | fuente: INVIAS — precios de referencia regionalizados | fecha: 2026-08-08', 'Agregado fino para mezcla asfáltica (arena de trituración de roca de cantera o de grava natural y arena natural - cantidad máxima de arena natural: 50% del agregado fino) | precio: $86,506 COP | región: Centro Oriente | fuente: INVIAS — precios de referencia regionalizados | fecha: 2026-08-08', 'Agregado grueso granzón (Puerto Colombia) | unidad: m3 | precio: $221,242 COP | región: Barranquilla | fuente: Contrato real ejecutado — redes de acueducto/alcantarillado (Atlántico) | fecha: 2026-08-08', 'Agregado grueso triturado (Puerto Colombia) | unidad: m3 | precio: $231,065 COP | región: Barranquilla | fuente: Contrato real ejecutado — redes de acueducto/alcantarillado (Atlántico) | fecha: 2026-08-08']","La arena amarilla de Puerto Colombia tiene un precio de $15,000 COP por m³, según el Catálogo Construdata (Barranquilla) con fecha del 2026-08-08. Además, hay otra referencia de arena amarilla que se cotiza a $67,347 COP por m³, proveniente de un contrato real ejecutado en redes de acueducto/alcantarillado (Atlántico) también con fecha del 2026-08-08.","La arena amarilla de Puerto Colombia cuesta $15.000 COP por m³ (Catálogo Construdata, Barranquilla).",1.0,0.8970938405335873,0.9999999999,1.0
Cuanto cuesta la hora de un ayudante de albañileria?,"['HORA AYUDANTE ALBAÑILERÍA PREST. | unidad: hh | precio: $7,132 COP | región: Barranquilla | fuente: Catálogo Construdata (Barranquilla) | fecha: 2026-08-08', 'AYUDANTE ALBAÑILERÍA (A) | unidad: hh | precio: $2,461 COP | región: Barranquilla | fuente: Catálogo Construdata (Barranquilla) | fecha: 2026-08-08', 'HORA AYUDANTE AA - PRESTACIONES | unidad: hh | precio: $7,133 COP | región: Barranquilla | fuente: Catálogo Construdata (Barranquilla) | fecha: 2026-08-08', 'HORA AYUDANTE PINTURA - PRESTACIONES | unidad: hh | precio: $10,887 COP | región: Barranquilla | fuente: Catálogo Construdata (Barranquilla) | fecha: 2026-08-08', 'Dia hombre ayudante | unidad: Dia | precio: $47,227 COP | región: Puerto Colombia | fuente: Contrato real ejecutado — demoliciones y pavimentos, Puerto Colombia (2016) | fecha: 2026-08-08', 'Dia hombre ayudante | unidad: Dia | precio: $53,716 COP | región: Puerto Colombia | fuente: Contrato real ejecutado — vía urbana Puerto Colombia (catálogo 2017-2019) | fecha: 2026-08-08', 'OFICIAL ALBAÑILERIA (A) | unidad: hh | precio: $6,876 COP | región: Barranquilla | fuente: Catálogo Construdata (Barranquilla) | fecha: 2026-08-08', 'Ayudante | unidad: jornal | precio: $35,556 COP | región: Barranquilla | fuente: Proyecto real ejecutado — acometidas de acueducto (Atlántico) | fecha: 2026-08-08']","La hora de un ayudante de albañilería en Barranquilla cuesta entre $2,461 COP y $7,133 COP. 

- $2,461 COP — Catálogo Construdata (Barranquilla), fecha: 2026-08-08.
- $7,133 COP — Catálogo Construdata (Barranquilla), fecha: 2026-08-08.

Esto muestra la variabilidad en el precio según la fuente.","La hora de ayudante de albañilería (A) cuesta $2.461 COP (Catálogo Construdata, Barranquilla).",1.0,0.934094071045888,0.5833333333041666,1.0
Que precio tiene el metro cuadrado de baldosa alfa L1 de 33x33?,"['Box CCP14 con sección interna de 6 x 2 metros, profundidad desde 0,6 metros hasta 1,5 metros y longitud de 1 metro. Peso/un 22,8 Toneladas. Incluye acero de refuerzo. | precio: $22,837,130 COP | región: Centro Oriente | fuente: INVIAS — precios de referencia regionalizados | fecha: 2026-08-08', 'Box CCP14 con sección interna de 1 x 1 metros, profundidad desde 1,5 metros hasta 3 metros y longitud de 2 metros. Peso / unidad de 2m: 4,5 Toneladas. Incluye acero de refuerzo. | precio: $2,252,316 COP | región: Centro Oriente | fuente: INVIAS — precios de referencia regionalizados | fecha: 2026-08-08', 'Box CCP14 con sección interna de 4 x 1 metros, profundidad desde 0 metros hasta 0,6 metros y longitud de 1 metro. Peso/un 11,9 Toneladas. Incluye acero de refuerzo. | precio: $11,911,532 COP | región: Centro Oriente | fuente: INVIAS — precios de referencia regionalizados | fecha: 2026-08-08', 'Box CCP14 con sección interna de 3 x 1 metros, profundidad desde 0,6 metros hasta 1,5 metros y longitud de 1 metro. Peso/un 7,3 Toneladas. Incluye acero de refuerzo. | precio: $7,194,507 COP | región: Centro Oriente | fuente: INVIAS — precios de referencia regionalizados | fecha: 2026-08-08', 'Box CCP14 con sección interna de 1 x 2 metros, profundidad desde 1,5 metros hasta 3 metros y longitud de 2 metro. Peso / unidad de 2m: 9,2 Toneladas. Incluye acero de refuerzo. | precio: $5,087,675 COP | región: Centro Oriente | fuente: INVIAS — precios de referencia regionalizados | fecha: 2026-08-08', 'Box CCP14 con sección interna de 5 x 4 metros, profundidad desde 0,6 metros hasta 1,5 metros y longitud de 1 metro. Peso/un 25,4 Toneladas. Incluye acero de refuerzo. | precio: $25,511,009 COP | región: Centro Oriente | fuente: INVIAS — precios de referencia regionalizados | fecha: 2026-08-08', 'BALDOSA ALFA L1 33 X 33 | unidad: m² | precio: $30,160 COP | región: Barranquilla | fuente: Catálogo Construdata (Barranquilla) | fecha: 2026-08-08', 'Cinta En Malla Para Drywall 60 Metros Cuadrado — mejor precio real: ELMER SCHNEIDER CASA ANDINA SAS | unidad: und | precio: $5,400 COP | región: Pasto, Nariño | fuente: Catálogo IAD MIPYMES — Colombia Compra Eficiente (proveedor real con el mejor precio, de 78 proveedores mipyme nacionales) | variabilidad real de mercado: Comparado entre 67 proveedores mipyme reales de todo el país (rango $5,400–$273,200 COP sin IVA)']","El precio del metro cuadrado de baldosa Alfa L1 de 33 x 33 es de $30,160 COP. Esta información proviene del Catálogo Construdata en Barranquilla, con fecha del 2026-08-08.","La baldosa Alfa L1 33x33 cuesta $30.160,19 COP por m² (Catálogo Construdata, Barranquilla).",1.0,0.9154331562394838,0.14285714284285714,1.0
Cuanto vale un bloque de concreto de 20x20x40?,"['BLOQUE CONCRETO 20X20X40 | unidad: un | precio: $2,050 COP | región: Barranquilla | fuente: Catálogo Construdata (Barranquilla) | fecha: 2026-08-08', 'BLOQUE CONCRETO 10X20X40 | unidad: un | precio: $835 COP | región: Barranquilla | fuente: Catálogo Construdata (Barranquilla) | fecha: 2026-08-08', 'Mampostería en bloque vibrado de concreto relleno con concreto e = 0,20 m | unidad: m2 | precio: $195,343 COP | región: Barranquilla | fuente: Contrato real ejecutado — redes de acueducto/alcantarillado (Atlántico) | fecha: 2026-08-08', 'Mampostería en bloque vibrado de concreto relleno con concreto e = 0,12 m | unidad: m2 | precio: $132,081 COP | región: Barranquilla | fuente: Contrato real ejecutado — redes de acueducto/alcantarillado (Atlántico) | fecha: 2026-08-08', 'Mampostería en bloque vibrado de concreto abuzardado relleno con concreto e = 0,20 m | unidad: m2 | precio: $224,644 COP | región: Barranquilla | fuente: Contrato real ejecutado — redes de acueducto/alcantarillado (Atlántico) | fecha: 2026-08-08', 'Mampostería en bloque vibrado de concreto relleno con concreto e = 0,15 m | unidad: m2 | precio: $183,695 COP | región: Barranquilla | fuente: Contrato real ejecutado — redes de acueducto/alcantarillado (Atlántico) | fecha: 2026-08-08', 'Mampostería en bloque vibrado de concreto abuzardado relleno con concreto e = 0,15 m | unidad: m2 | precio: $211,249 COP | región: Barranquilla | fuente: Contrato real ejecutado — redes de acueducto/alcantarillado (Atlántico) | fecha: 2026-08-08', 'BLOQUE CONCRETO C22-85 | unidad: un | precio: $1,740 COP | región: Barranquilla | fuente: Catálogo Construdata (Barranquilla) | fecha: 2026-08-08']","El bloque de concreto 20x20x40 tiene un precio de $2,050 COP por unidad. Esta información proviene del Catálogo Construdata (Barranquilla) y fue actualizada el 2026-08-08.","El bloque de concreto 20x20x40 cuesta $2.050,04 COP por unidad (Catálogo Construdata, Barranquilla).",1.0,0.904538349331387,0.9999999999,1.0
